Date,Close
1/7/2020 16:00:00,469.06
1/8/2020 16:00:00,492.14
1/9/2020 16:00:00,481.34
1/10/2020 16:00:00,478.15
1/13/2020 16:00:00,524.86
1/14/2020 16:00:00,537.92
1/15/2020 16:00:00,518.5
1/16/2020 16:00:00,513.49
1/17/2020 16:00:00,510.5
1/21/2020 16:00:00,547.2
1/22/2020 16:00:00,569.56
1/23/2020 16:00:00,572.2
1/24/2020 16:00:00,564.82
1/27/2020 16:00:00,558.02
1/28/2020 16:00:00,566.9
1/29/2020 16:00:00,580.99
1/30/2020 16:00:00,640.81
1/31/2020 16:00:00,650.57
